Id,SalePrice
1461,123452.04412388365
1462,153753.36927499523
1463,179319.52218426345
1464,182756.54164629488
1465,202773.20475893596
1466,184110.61645373196
1467,165274.89993742746
1468,175818.7524192994
1469,180831.73057084202
1470,121215.700622218
1471,198359.50510755624
1472,96678.44263775944
1473,96202.8787228367
1474,153133.33138603767
1475,150774.88685473194
1476,364515.43467994913
1477,256718.95246707374
1478,300417.62994072825
1479,275411.7373455337
1480,461779.2392652866
1481,308374.2813106777
1482,212978.4327876943
1483,175857.95308316735
1484,180601.7093574543
1485,171395.48689608517
1486,199161.27165501032
1487,319569.7904441555
1488,238301.68557403222
1489,199699.30384776188
1490,194812.53876587978
1491,194535.5494698633
1492,95918.22681611389
1493,175848.90166289377
1494,294284.4449857394
1495,299089.1858576688
1496,222128.75402993127
1497,196814.25191233153
1498,156069.47160141042
1499,155103.11673745958
1500,145704.6242146686
1501,173354.50871773224
1502,172329.80317980095
1503,290646.1651802402
1504,227850.83726966873
1505,217313.61228068106
1506,179823.73977948524
1507,209945.48760263648
1508,194297.84818602257
1509,167044.2810734433
1510,148583.99369360905
1511,149271.20060656747
1512,168927.76326323464
1513,151751.17931425327
1514,165551.70894274037
1515,179618.80066788226
1516,157629.65493749228
1517,152537.21539977996
1518,128808.22230901703
1519,219848.86408458155
1520,136213.4494500973
1521,144089.19728775715
1522,161619.61454143137
1523,112550.13044984445
1524,123099.55088712103
1525,125362.9193733307
1526,126713.6159717312
1527,102634.7099523576
1528,127601.4916764179
1529,143739.90427462713
1530,167766.69939047395
1531,127173.84506738104
1532,109144.2519378443
1533,141449.73382210455
1534,114040.31934297901
1535,159191.73258256563
1536,116534.23087561922
1537,78926.5182980003
1538,189642.23452651154
1539,257833.33196628222
1540,119655.0849206537
1541,151129.47609211924
1542,150463.61005824019
1543,219771.90330491847
1544,79608.75970615445
1545,107510.90679770018
1546,120872.66477846238
1547,139494.9949919415
1548,136178.8046460305
1549,110969.37486215425
1550,146839.1198765989
1551,119208.25638019391
1552,144704.01370995594
1553,143335.50132389562
1554,114071.86064384306
1555,178548.52515747002
1556,93281.43802109576
1557,134468.24612765454
1558,94285.04199641549
1559,125668.38486379385
1560,154410.9180965348
1561,155076.2747376924
1562,128489.74960091308
1563,121743.86310470286
1564,164750.10467918377
1565,152724.74184615212
1566,216794.163458535
1567,77580.47391794458
1568,224612.83551240206
1569,147286.48893776344
1570,128232.82001304597
1571,133320.45686893325
1572,146204.74101714932
1573,240554.0132598403
1574,131854.87548575335
1575,207856.31102795823
1576,209430.0854284864
1577,196477.7862615924
1578,153563.53314250565
1579,144513.7289319257
1580,191495.08239131188
1581,139337.27093712476
1582,128791.7360376917
1583,338231.56151063857
1584,236511.24952539505
1585,141765.43496558996
1586,74362.83005150403
1587,105185.27026769974
1588,148832.97737838086
1589,95207.33561993107
1590,133405.74114796316
1591,106167.09540305664
1592,127758.06906431528
1593,115501.61368909488
1594,131253.1652995403
1595,125201.41581963286
1596,237670.89695813178
1597,170724.8106493756
1598,185973.65974736676
1599,217245.64605502225
1600,199356.64088132244
1601,84612.266028693
1602,117807.38483543156
1603,100175.69854507856
1604,286788.79999968543
1605,248790.41993178055
1606,166949.18438354024
1607,165053.79402320975
1608,202589.8541195748
1609,191359.2738934959
1610,157760.67296764994
1611,148310.0462153286
1612,161084.6805539804
1613,166030.2489978951
1614,121527.49955961158
1615,86843.98734431152
1616,82579.5682481056
1617,88435.52280095291
1618,127384.21709113158
1619,129125.58046405077
1620,153806.9407868056
1621,138140.1687473391
1622,152813.17119959378
1623,294633.7350408349
1624,208203.15963889204
1625,126328.27737076985
1626,172010.30676961713
1627,187036.92449400714
1628,281159.6628161414
1629,174784.08398868746
1630,352986.57934417436
1631,224185.82490125825
1632,253603.492800506
1633,168036.8005336579
1634,182683.8840405659
1635,179790.8869340861
1636,159731.05106932082
1637,177040.0732103953
1638,213477.12491655615
1639,178668.68418961213
1640,245243.9673139464
1641,183832.3770526424
1642,221947.14626783784
1643,223216.8128354788
1644,224315.41307299028
1645,179970.40508871095
1646,153604.32433026825
1647,158437.408683567
1648,141866.79029572275
1649,138856.41908229838
1650,120809.37131933567
1651,123036.74231006506
1652,97551.60921484123
1653,99556.94239508163
1654,157552.96672580263
1655,157668.34696138228
1656,154200.25168334393
1657,156938.82309275045
1658,156602.93279205603
1659,152569.31458596964
1660,145325.40395949982
1661,462540.27825111814
1662,374606.2454442936
1663,372746.7302890607
1664,456314.5102018821
1665,308091.32877246564
1666,333784.8169730508
1667,355467.68824213144
1668,324862.6493997511
1669,305738.87756864214
1670,337060.7239115329
1671,257958.54140723925
1672,455098.2590245586
1673,312545.7070078708
1674,246305.1306592085
1675,185244.00817526793
1676,186082.60031478826
1677,203700.91168601328
1678,441798.98640989023
1679,381427.00859220733
1680,318506.68317483185
1681,271778.78615671827
1682,308606.10744135745
1683,190373.0048583643
1684,171201.68022633632
1685,174433.98189975697
1686,169167.5323060955
1687,167071.15411557062
1688,186903.10965868228
1689,189497.76185703286
1690,184045.30761752362
1691,174115.3086741575
1692,263259.49401745317
1693,169008.94248928828
1694,182395.34336602036
1695,169097.36816822973
1696,261331.1696247745
1697,171386.7027069768
1698,350015.5784082865
1699,341908.0825798402
1700,238325.16012056684
1701,263799.89819563826
1702,256303.64182345817
1703,250831.05553351657
1704,312171.0842314194
1705,233892.1230665855
1706,444642.8406988039
1707,205100.0542725319
1708,203036.19390457362
1709,283962.8535806851
1710,227529.98277563034
1711,261721.07507264256
1712,244992.90330480938
1713,247248.1893668531
1714,223724.84144548804
1715,202785.72123529692
1716,175811.0959937961
1717,167396.20912000173
1718,141766.56738779525
1719,203502.441275381
1720,250521.6785517767
1721,170087.6055398334
1722,134106.921815314
1723,156063.21476028985
1724,203057.07299146295
1725,231420.5550310975
1726,186569.77267008607
1727,173949.66472013842
1728,188650.2358275831
1729,164741.35211925325
1730,158890.20996040895
1731,124506.5758622857
1732,131025.66504493092
1733,125125.95605065227
1734,131219.98547604686
1735,132517.8212189214
1736,117177.72952311233
1737,372008.07740906434
1738,215987.54503982284
1739,268953.36630739627
1740,188992.05932294708
1741,175369.72099509405
1742,172686.03487556303
1743,172830.63154438444
1744,311672.5548241248
1745,238607.92502362226
1746,275493.03149781266
1747,215049.03939970594
1748,199529.71647918964
1749,161645.833364578
1750,148027.2479130583
1751,224979.8326951404
1752,122603.78002160013
1753,144654.69852011558
1754,217180.6110285119
1755,164826.81284958916
1756,122322.79710849164
1757,120103.58092624164
1758,146394.55290017196
1759,170365.47125610357
1760,159240.6274547096
1761,150291.82457219902
1762,171798.56750239225
1763,164013.11267600543
1764,117276.77247956286
1765,174820.32762933517
1766,170368.39075262856
1767,198637.62434623984
1768,139770.11019630247
1769,166025.00127350487
1770,141285.82603252228
1771,135397.94463303153
1772,138426.33909716
1773,142720.3394481722
1774,129388.0156562566
1775,132489.98322451615
1776,119626.58485432499
1777,119112.0743415245
1778,127448.49724149267
1779,116004.23514412875
1780,178303.4045765901
1781,131510.60367490514
1782,98021.22534520457
1783,127120.28299686257
1784,98985.44967098157
1785,113319.01050468003
1786,145010.09901483127
1787,162814.75384213292
1788,62124.552727708906
1789,89920.00743586248
1790,91653.76191117648
1791,168997.25846905605
1792,153953.53161518546
1793,141870.99506892767
1794,141439.93763692235
1795,137651.4350620425
1796,122367.93900831972
1797,112716.08380587412
1798,126058.54357534955
1799,116134.07059422733
1800,124458.90564486166
1801,132729.636941177
1802,159759.34373480835
1803,154020.86596847227
1804,141737.46003531548
1805,135518.53380818674
1806,110632.92467341921
1807,145047.25435147205
1808,120473.03771797662
1809,127594.2027841331
1810,144021.42247919287
1811,120307.19939241098
1812,113356.21538815896
1813,121363.90932753906
1814,98277.00155290459
1815,61086.63636525657
1816,101668.89578400309
1817,122603.14895975182
1818,133076.74940839474
1819,119161.19303050215
1820,81210.50703741363
1821,125244.51632026098
1822,148500.00630628885
1823,65527.065257375674
1824,137908.36562996093
1825,139936.53803627248
1826,102602.94478104573
1827,108958.39017470027
1828,137519.2495196616
1829,115746.46122444975
1830,139223.65220091483
1831,175117.4490583614
1832,119434.48049644145
1833,148871.23219966117
1834,133404.012350695
1835,168271.99274707347
1836,128757.36702213205
1837,104519.67444992595
1838,136561.86898890688
1839,86858.37227450222
1840,156499.58555926295
1841,146154.09798019737
1842,87678.20814720613
1843,143990.78981351104
1844,135916.3140802021
1845,135181.47283399937
1846,151187.94175137827
1847,146087.47783954212
1848,65207.779951318626
1849,122224.69067309168
1850,127013.83660497126
1851,151818.1310554085
1852,126791.99808552553
1853,132670.6217266432
1854,177539.1161520974
1855,146365.57372807994
1856,220285.29458154368
1857,163052.30760638433
1858,140037.84908480063
1859,126604.09507182697
1860,153648.01110183398
1861,126440.99581256772
1862,255137.99931957482
1863,254683.62992461692
1864,254683.62992461692
1865,316936.57165890647
1866,316299.94334642816
1867,235555.18064323207
1868,299652.2159120386
1869,197057.845785335
1870,258990.91951516797
1871,249672.21944063783
1872,174148.77300500104
1873,224227.66175442364
1874,139894.51180651595
1875,205925.8928327711
1876,195804.1561868923
1877,205814.09495175138
1878,209311.3674310125
1879,133728.58360495543
1880,137178.79019673026
1881,236623.55040498063
1882,257482.7248299739
1883,197269.76445605245
1884,220315.75428620458
1885,263589.4573789317
1886,306394.2185626993
1887,199546.38986219323
1888,285740.67553806165
1889,167766.3950892703
1890,140919.94205497668
1891,141956.89014930924
1892,111343.14164263132
1893,140732.77373631488
1894,127870.8838644401
1895,150100.914144467
1896,124474.38399326605
1897,116851.88684692954
1898,110289.49086459076
1899,127955.77104828841
1900,146919.41367770356
1901,171124.18242843702
1902,140533.35849127668
1903,223562.00736197244
1904,134817.53634733186
1905,177290.07055905266
1906,153609.6776815884
1907,202044.55615472927
1908,112619.18070902587
1909,136564.32468026652
1910,126640.67643336294
1911,201999.28267621325
1912,264289.89580101805
1913,145057.33156590993
1914,71498.44692387928
1915,300776.52478291857
1916,71048.52882842354
1917,259513.69322896108
1918,138184.7560407349
1919,158333.65404841542
1920,158998.05540015586
1921,392813.29836852365
1922,327809.756069973
1923,205319.36910469705
1924,235831.68704769685
1925,232487.13242887304
1926,384247.7046300824
1927,140698.52606311766
1928,163235.9465613113
1929,125164.05709660468
1930,125220.74945234122
1931,139032.88431587076
1932,134839.96762960847
1933,173001.58658951678
1934,181866.8605613396
1935,176072.7371465035
1936,187883.74645897135
1937,181447.39053955767
1938,167326.39938804717
1939,248515.8802904786
1940,203718.85591762906
1941,176829.33914336743
1942,190673.92871409887
1943,199498.98683368537
1944,317436.6100379239
1945,367078.06778794795
1946,154850.92044277632
1947,303923.86505582335
1948,166905.26225289982
1949,240771.60929529552
1950,182056.4572215051
1951,264072.61377398856
1952,238987.62581659452
1953,164843.80819001747
1954,212434.39268264984
1955,131767.26789686456
1956,272250.3462018166
1957,159739.33027625646
1958,309705.13507702725
1959,143563.26287869102
1960,115219.31218881173
1961,118478.4862964084
1962,99488.79627031792
1963,106747.44496814406
1964,111976.5229345099
1965,156770.33644717865
1966,165034.52582417478
1967,295126.90323084436
1968,402643.2594791343
1969,383481.03193396097
1970,413793.9616523009
1971,414001.59931886627
1972,360617.2224201993
1973,275837.009615097
1974,307327.5771968762
1975,452094.13159975596
1976,282254.17247111665
1977,358869.167588898
1978,354359.9060572388
1979,334079.0141525245
1980,199101.05339950125
1981,339085.89045458083
1982,231610.14571815328
1983,221112.53907529285
1984,171261.28538134057
1985,206599.57456143695
1986,208639.99938724245
1987,181160.75824510236
1988,177971.5332806048
1989,185131.0496693596
1990,223087.74300103923
1991,205077.47676708037
1992,213392.31779819826
1993,171113.696212475
1994,240655.68985003114
1995,184528.39257049272
1996,255585.2679659063
1997,330930.1150967152
1998,356647.3899694009
1999,247129.20052578038
2000,305120.89948619297
2001,259802.47149417084
2002,234864.37586335663
2003,251188.19484960416
2004,264061.4210160102
2005,230976.70080154008
2006,221320.88540128813
2007,249785.78237684086
2008,198036.79521310187
2009,188647.9825613083
2010,194308.35374664044
2011,147021.34409431095
2012,182617.56557351685
2013,181526.77888787116
2014,184865.55267436642
2015,199223.0821502162
2016,189917.0552755189
2017,205687.3741529924
2018,127707.7437462905
2019,133928.31629586781
2020,119038.56210209745
2021,115591.17599693098
2022,177063.1533924572
2023,151468.97928584978
2024,215375.93503698753
2025,388499.13671759097
2026,185492.0537032728
2027,144362.5471589362
2028,153917.57392166636
2029,170756.49118913838
2030,279091.10966705345
2031,266139.76685115247
2032,278267.0212453025
2033,274302.9255308671
2034,162755.42547815244
2035,209099.6870930719
2036,190789.92334306648
2037,196379.67306427125
2038,324310.8023143823
2039,211023.95343099255
2040,401730.6626422816
2041,285913.5665756812
2042,211522.82682199887
2043,168633.25406413063
2044,173912.31167125521
2045,231108.94782230453
2046,135492.45354145567
2047,155893.6845627939
2048,133125.47552583634
2049,137001.44391871442
2050,171601.91503380614
2051,104866.47250171781
2052,136351.89705373984
2053,144102.26554431618
2054,87434.84011476183
2055,157889.35400596025
2056,131025.17396286689
2057,126619.53851299897
2058,211518.4336266947
2059,135045.92422493943
2060,161242.94283367397
2061,172018.0897640133
2062,138016.41966861286
2063,113168.15834387852
2064,139741.38694350835
2065,126566.47430047965
2066,166544.3886720285
2067,134541.14183726118
2068,134885.33119271538
2069,83742.98285265907
2070,106770.70069693666
2071,93998.64045519244
2072,134906.20726262033
2073,135547.25674819548
2074,181673.7319932176
2075,143935.96200789025
2076,119781.85851387054
2077,147951.93643225974
2078,129891.61063168506
2079,131991.5438372364
2080,114874.63321923341
2081,120651.41509995665
2082,129530.27375219621
2083,147601.4862246587
2084,110122.41288313127
2085,133551.01705083073
2086,115178.66402953642
2087,121519.61233620477
2088,110980.78457457124
2089,92399.8688113684
2090,131108.334238764
2091,126887.67399624668
2092,140040.56812232977
2093,136330.18381058195
2094,137469.9787206466
2095,149770.93353850016
2096,86189.89708682924
2097,95513.3011030948
2098,146114.87735332438
2099,65638.88402398671
2100,118074.70613223131
2101,125243.17845693551
2102,147959.19530289964
2103,103130.53753603561
2104,132232.74110441408
2105,130218.85405669663
2106,81174.12827548376
2107,245114.87360119025
2108,118996.65754530107
2109,114868.62155105373
2110,126442.13910507085
2111,159520.30867247353
2112,137248.91298321524
2113,118713.9400906663
2114,114747.81845185318
2115,154104.96860450658
2116,114103.42676882696
2117,147140.7667373324
2118,118076.89902556431
2119,109077.10224705761
2120,114323.38945879285
2121,115455.09612879062
2122,103061.3258807005
2123,92734.93519263435
2124,190324.4745856523
2125,137684.19701420475
2126,171236.53570077746
2127,145789.82036934746
2128,127925.00962759656
2129,105402.63847070589
2130,145262.50362281923
2131,155364.27905044914
2132,114313.60770532474
2133,115510.24020595093
2134,119880.00079798112
2135,104124.42814878483
2136,83805.29876956798
2137,118632.69774731304
2138,139809.11769755048
2139,153943.59434246365
2140,139591.27544344545
2141,138669.7418588853
2142,137277.36568212442
2143,143635.35922611595
2144,120860.26921035859
2145,135492.6880808373
2146,151643.02163656589
2147,170968.62450213244
2148,129685.73904726167
2149,134633.2933573249
2150,229778.64264702622
2151,143637.71279209098
2152,174315.49917225368
2153,158111.75327716337
2154,109579.27220000078
2155,127283.53114872982
2156,208375.34674371756
2157,236270.0468032119
2158,240520.2481873165
2159,232375.35641081253
2160,175402.50940461888
2161,242727.63920137702
2162,413624.87144840613
2163,336360.3367400963
2164,261338.9483374779
2165,181511.2474856582
2166,144221.43130469753
2167,205043.28867288653
2168,212293.78387532773
2169,193091.50966980137
2170,221239.18599075655
2171,147100.60152363902
2172,141040.74589421594
2173,163825.52656842195
2174,242951.90162990332
2175,305887.9063638844
2176,323609.3090118361
2177,254296.90731872155
2178,228849.37635685885
2179,144328.4385534928
2180,186248.16172289304
2181,194275.65205418773
2182,228833.55114473432
2183,199893.38251891723
2184,138900.42315757013
2185,131590.8479507761
2186,145452.89642758277
2187,149750.07622693048
2188,160991.6490690605
2189,181894.50657749985
2190,89218.20581172536
2191,91494.27520458518
2192,94989.8774807959
2193,97725.45171067072
2194,103568.3133091261
2195,115082.08836080725
2196,110193.59557392931
2197,114309.19073974977
2198,157737.86061192237
2199,162136.85490088572
2200,130061.1443027503
2201,130325.07800495709
2202,194261.08691140625
2203,165227.80923660277
2204,170842.74860343977
2205,108640.071509789
2206,131385.54221017653
2207,236226.90359785632
2208,219037.94153700225
2209,192083.78257277966
2210,124122.89651676588
2211,114521.13507974152
2212,111382.02992296845
2213,104921.79965723447
2214,141787.10655854078
2215,102712.96543391696
2216,148234.90041665084
2217,76650.45241844298
2218,98157.35474055991
2219,82595.39515219966
2220,86224.26581638036
2221,305551.7109506088
2222,240449.12633409014
2223,257008.78388703402
2224,212341.18235169144
2225,144940.75039559376
2226,184285.01277729214
2227,196407.20738244164
2228,280177.9124064797
2229,242147.44243930042
2230,158537.35956576967
2231,205896.42983585186
2232,175349.9425379636
2233,176511.5684401838
2234,247991.76652962735
2235,196424.7851866073
2236,281222.44529689243
2237,349496.07108052244
2238,205548.8362357175
2239,128371.50747540951
2240,158529.65660948862
2241,153236.60296715234
2242,137909.87475685132
2243,137464.90377897047
2244,96164.56684086172
2245,92946.88668427001
2246,146324.06936662627
2247,101606.14603481817
2248,123918.93471596159
2249,125100.08695504586
2250,139359.43587489994
2251,123291.34374230161
2252,178849.6621370166
2253,155987.86176988043
2254,179095.6688862794
2255,191928.6548242737
2256,181233.92191983285
2257,197672.9756223152
2258,175872.3474574364
2259,179571.45131140554
2260,154029.49395765542
2261,188798.5681172517
2262,208982.58573758445
2263,329304.55456495454
